RESULTS FOR CHI-2 WITH DIFFERENT SINGLE-PARTICLE ENERGY
I_0     V     I     E_th     E_exp     CHI2
******************************
              e=              -0
*******TSD1********
46.8 9.91 16.5 1.27588 2.1237 0.10415
46.8 9.91 18.5 1.71613 2.6293 0.10415
46.8 9.91 20.5 2.23751 3.1973 0.10415
46.8 9.91 22.5 2.84007 3.8243 0.10415
46.8 9.91 24.5 3.52384 4.5094 0.10415
46.8 9.91 26.5 4.28885 5.2506 0.10415
46.8 9.91 28.5 5.13513 6.0465 0.10415
46.8 9.91 30.5 6.06271 6.8963 0.10415
46.8 9.91 32.5 7.0716 7.7988 0.10415
46.8 9.91 34.5 8.16182 8.7546 0.10415
46.8 9.91 36.5 9.33338 9.7638 0.10415
46.8 9.91 38.5 10.5863 10.8268 0.10415
46.8 9.91 40.5 11.9206 11.9392 0.10415
46.8 9.91 42.5 13.3362 13.0861 0.10415
*******TSD4********
46.8 9.91 23.5 3.36481 4.58 0.10415
46.8 9.91 25.5 4.14083 5.2251 0.10415
46.8 9.91 27.5 4.99806 5.9273 0.10415
46.8 9.91 29.5 5.93653 6.6819 0.10415
46.8 9.91 31.5 6.95627 7.4919 0.10415
46.8 9.91 33.5 8.05731 8.3573 0.10415
46.8 9.91 35.5 9.23966 9.2778 0.10415
46.8 9.91 37.5 10.5033 10.2535 0.10415
46.8 9.91 39.5 11.8484 11.2851 0.10415
46.8 9.91 41.5 13.2747 12.3701 0.10415
******************************
              e=              -2.004
*******TSD1********
46.7 9.91 8.5 0.0974782 0.1966 0.106193
46.7 9.91 10.5 0.27638 0.4597 0.106193
46.7 9.91 12.5 0.536728 0.7746 0.106193
46.7 9.91 14.5 0.87854 1.1609 0.106193
46.7 9.91 16.5 1.30183 1.6112 0.106193
46.7 9.91 18.5 1.80662 2.1265 0.106193
46.7 9.91 20.5 2.3929 2.7051 0.106193
46.7 9.91 22.5 3.0607 3.3441 0.106193
46.7 9.91 24.5 3.81002 4.0411 0.106193
46.7 9.91 26.5 4.64087 4.7937 0.106193
46.7 9.91 28.5 5.55325 5.5992 0.106193
46.7 9.91 30.5 6.54716 6.457 0.106193
46.7 9.91 32.5 7.62262 7.3667 0.106193
46.7 9.91 34.5 8.77963 8.3293 0.106193
46.7 9.91 36.5 10.0182 9.3458 0.106193
46.7 9.91 38.5 11.3383 10.4169 0.106193
46.7 9.91 40.5 12.74 11.5431 0.106193
46.7 9.91 42.5 14.2232 12.7224 0.106193
46.7 9.91 44.5 15.788 13.9491 0.106193
46.7 9.91 46.5 17.4343 15.2181 0.106193
46.7 9.91 48.5 19.1622 16.5221 0.106193
*******TSD2********
46.7 9.91 13.5 0.727668 1.3394 0.106193
46.7 9.91 15.5 1.07854 1.7467 0.106193
46.7 9.91 17.5 1.51078 2.2184 0.106193
46.7 9.91 19.5 2.02442 2.7527 0.106193
46.7 9.91 21.5 2.61948 3.3484 0.106193
46.7 9.91 23.5 3.29599 4.003 0.106193
46.7 9.91 25.5 4.05397 4.7143 0.106193
46.7 9.91 27.5 4.89344 5.4805 0.106193
46.7 9.91 29.5 5.8144 6.3004 0.106193
46.7 9.91 31.5 6.81688 7.1733 0.106193
46.7 9.91 33.5 7.90088 8.0998 0.106193
46.7 9.91 35.5 9.06642 9.08 0.106193
46.7 9.91 37.5 10.3135 10.1147 0.106193
46.7 9.91 39.5 11.6421 11.2036 0.106193
46.7 9.91 41.5 13.0523 12.3466 0.106193
46.7 9.91 43.5 14.544 13.5441 0.106193
46.7 9.91 45.5 16.1173 14.7911 0.106193
*******TSD3********
46.7 9.91 16.5 1.27854 2.1237 0.106193
46.7 9.91 18.5 1.71973 2.6293 0.106193
46.7 9.91 20.5 2.24222 3.1973 0.106193
46.7 9.91 22.5 2.84605 3.8243 0.106193
46.7 9.91 24.5 3.53128 4.5094 0.106193
46.7 9.91 26.5 4.29792 5.2506 0.106193
46.7 9.91 28.5 5.14601 6.0465 0.106193
46.7 9.91 30.5 6.07556 6.8963 0.106193
46.7 9.91 32.5 7.0866 7.7988 0.106193
46.7 9.91 34.5 8.17914 8.7546 0.106193
46.7 9.91 36.5 9.35321 9.7638 0.106193
46.7 9.91 38.5 10.6088 10.8268 0.106193
46.7 9.91 40.5 11.9459 11.9392 0.106193
46.7 9.91 42.5 13.3646 13.0861 0.106193
*******TSD4********
46.7 9.91 23.5 3.28877 4.58 0.106193
46.7 9.91 25.5 4.06645 5.2251 0.106193
46.7 9.91 27.5 4.9255 5.9273 0.106193
46.7 9.91 29.5 5.86598 6.6819 0.106193
46.7 9.91 31.5 6.8879 7.4919 0.106193
46.7 9.91 33.5 7.99128 8.3573 0.106193
46.7 9.91 35.5 9.17616 9.2778 0.106193
46.7 9.91 37.5 10.4425 10.2535 0.106193
46.7 9.91 39.5 11.7904 11.2851 0.106193
46.7 9.91 41.5 13.2199 12.3701 0.106193
******************************
              e=              -2.0875
*******TSD1********
46.6 9.91 8.5 0.0976867 0.1966 0.108495
46.6 9.91 10.5 0.276971 0.4597 0.108495
46.6 9.91 12.5 0.537877 0.7746 0.108495
46.6 9.91 14.5 0.880422 1.1609 0.108495
46.6 9.91 16.5 1.30462 1.6112 0.108495
46.6 9.91 18.5 1.81049 2.1265 0.108495
46.6 9.91 20.5 2.39803 2.7051 0.108495
46.6 9.91 22.5 3.06726 3.3441 0.108495
46.6 9.91 24.5 3.81819 4.0411 0.108495
46.6 9.91 26.5 4.65082 4.7937 0.108495
46.6 9.91 28.5 5.56515 5.5992 0.108495
46.6 9.91 30.5 6.5612 6.457 0.108495
46.6 9.91 32.5 7.63896 7.3667 0.108495
46.6 9.91 34.5 8.79845 8.3293 0.108495
46.6 9.91 36.5 10.0397 9.3458 0.108495
46.6 9.91 38.5 11.3626 10.4169 0.108495
46.6 9.91 40.5 12.7673 11.5431 0.108495
46.6 9.91 42.5 14.2537 12.7224 0.108495
46.6 9.91 44.5 15.8218 13.9491 0.108495
46.6 9.91 46.5 17.4717 15.2181 0.108495
46.6 9.91 48.5 19.2033 16.5221 0.108495
*******TSD2********
46.6 9.91 13.5 0.729198 1.3394 0.108495
46.6 9.91 15.5 1.08082 1.7467 0.108495
46.6 9.91 17.5 1.51398 2.2184 0.108495
46.6 9.91 19.5 2.02871 2.7527 0.108495
46.6 9.91 21.5 2.62505 3.3484 0.108495
46.6 9.91 23.5 3.303 4.003 0.108495
46.6 9.91 25.5 4.06261 4.7143 0.108495
46.6 9.91 27.5 4.90387 5.4805 0.108495
46.6 9.91 29.5 5.82681 6.3004 0.108495
46.6 9.91 31.5 6.83143 7.1733 0.108495
46.6 9.91 33.5 7.91775 8.0998 0.108495
46.6 9.91 35.5 9.08578 9.08 0.108495
46.6 9.91 37.5 10.3355 10.1147 0.108495
46.6 9.91 39.5 11.667 11.2036 0.108495
46.6 9.91 41.5 13.0802 12.3466 0.108495
46.6 9.91 43.5 14.5751 13.5441 0.108495
46.6 9.91 45.5 16.1518 14.7911 0.108495
*******TSD3********
46.6 9.91 16.5 1.28122 2.1237 0.108495
46.6 9.91 18.5 1.72334 2.6293 0.108495
46.6 9.91 20.5 2.24694 3.1973 0.108495
46.6 9.91 22.5 2.85206 3.8243 0.108495
46.6 9.91 24.5 3.53875 4.5094 0.108495
46.6 9.91 26.5 4.30702 5.2506 0.108495
46.6 9.91 28.5 5.15692 6.0465 0.108495
46.6 9.91 30.5 6.08846 6.8963 0.108495
46.6 9.91 32.5 7.10166 7.7988 0.108495
46.6 9.91 34.5 8.19654 8.7546 0.108495
46.6 9.91 36.5 9.37312 9.7638 0.108495
46.6 9.91 38.5 10.6314 10.8268 0.108495
46.6 9.91 40.5 11.9714 11.9392 0.108495
46.6 9.91 42.5 13.3931 13.0861 0.108495
*******TSD4********
46.6 9.91 23.5 3.21277 4.58 0.108495
46.6 9.91 25.5 3.9921 5.2251 0.108495
46.6 9.91 27.5 4.853 5.9273 0.108495
46.6 9.91 29.5 5.79548 6.6819 0.108495
46.6 9.91 31.5 6.81958 7.4919 0.108495
46.6 9.91 33.5 7.92533 8.3573 0.108495
46.6 9.91 35.5 9.11274 9.2778 0.108495
46.6 9.91 37.5 10.3818 10.2535 0.108495
46.6 9.91 39.5 11.7326 11.2851 0.108495
46.6 9.91 41.5 13.1651 12.3701 0.108495
******************************
              e=              -2.171
*******TSD1********
46.6 9.91 8.5 0.0976867 0.1966 0.111048
46.6 9.91 10.5 0.276971 0.4597 0.111048
46.6 9.91 12.5 0.537877 0.7746 0.111048
46.6 9.91 14.5 0.880422 1.1609 0.111048
46.6 9.91 16.5 1.30462 1.6112 0.111048
46.6 9.91 18.5 1.81049 2.1265 0.111048
46.6 9.91 20.5 2.39803 2.7051 0.111048
46.6 9.91 22.5 3.06726 3.3441 0.111048
46.6 9.91 24.5 3.81819 4.0411 0.111048
46.6 9.91 26.5 4.65082 4.7937 0.111048
46.6 9.91 28.5 5.56515 5.5992 0.111048
46.6 9.91 30.5 6.5612 6.457 0.111048
46.6 9.91 32.5 7.63896 7.3667 0.111048
46.6 9.91 34.5 8.79845 8.3293 0.111048
46.6 9.91 36.5 10.0397 9.3458 0.111048
46.6 9.91 38.5 11.3626 10.4169 0.111048
46.6 9.91 40.5 12.7673 11.5431 0.111048
46.6 9.91 42.5 14.2537 12.7224 0.111048
46.6 9.91 44.5 15.8218 13.9491 0.111048
46.6 9.91 46.5 17.4717 15.2181 0.111048
46.6 9.91 48.5 19.2033 16.5221 0.111048
*******TSD2********
46.6 9.91 13.5 0.729198 1.3394 0.111048
46.6 9.91 15.5 1.08082 1.7467 0.111048
46.6 9.91 17.5 1.51398 2.2184 0.111048
46.6 9.91 19.5 2.02871 2.7527 0.111048
46.6 9.91 21.5 2.62505 3.3484 0.111048
46.6 9.91 23.5 3.303 4.003 0.111048
46.6 9.91 25.5 4.06261 4.7143 0.111048
46.6 9.91 27.5 4.90387 5.4805 0.111048
46.6 9.91 29.5 5.82681 6.3004 0.111048
46.6 9.91 31.5 6.83143 7.1733 0.111048
46.6 9.91 33.5 7.91775 8.0998 0.111048
46.6 9.91 35.5 9.08578 9.08 0.111048
46.6 9.91 37.5 10.3355 10.1147 0.111048
46.6 9.91 39.5 11.667 11.2036 0.111048
46.6 9.91 41.5 13.0802 12.3466 0.111048
46.6 9.91 43.5 14.5751 13.5441 0.111048
46.6 9.91 45.5 16.1518 14.7911 0.111048
*******TSD3********
46.6 9.91 16.5 1.28122 2.1237 0.111048
46.6 9.91 18.5 1.72334 2.6293 0.111048
46.6 9.91 20.5 2.24694 3.1973 0.111048
46.6 9.91 22.5 2.85206 3.8243 0.111048
46.6 9.91 24.5 3.53875 4.5094 0.111048
46.6 9.91 26.5 4.30702 5.2506 0.111048
46.6 9.91 28.5 5.15692 6.0465 0.111048
46.6 9.91 30.5 6.08846 6.8963 0.111048
46.6 9.91 32.5 7.10166 7.7988 0.111048
46.6 9.91 34.5 8.19654 8.7546 0.111048
46.6 9.91 36.5 9.37312 9.7638 0.111048
46.6 9.91 38.5 10.6314 10.8268 0.111048
46.6 9.91 40.5 11.9714 11.9392 0.111048
46.6 9.91 42.5 13.3931 13.0861 0.111048
*******TSD4********
46.6 9.91 23.5 3.12927 4.58 0.111048
46.6 9.91 25.5 3.9086 5.2251 0.111048
46.6 9.91 27.5 4.7695 5.9273 0.111048
46.6 9.91 29.5 5.71198 6.6819 0.111048
46.6 9.91 31.5 6.73608 7.4919 0.111048
46.6 9.91 33.5 7.84183 8.3573 0.111048
46.6 9.91 35.5 9.02924 9.2778 0.111048
46.6 9.91 37.5 10.2983 10.2535 0.111048
46.6 9.91 39.5 11.6491 11.2851 0.111048
46.6 9.91 41.5 13.0816 12.3701 0.111048
******************************
              e=              -2.2545
*******TSD1********
46.5 9.91 8.5 0.097896 0.1966 0.11386
46.5 9.91 10.5 0.277565 0.4597 0.11386
46.5 9.91 12.5 0.539031 0.7746 0.11386
46.5 9.91 14.5 0.882311 1.1609 0.11386
46.5 9.91 16.5 1.30742 1.6112 0.11386
46.5 9.91 18.5 1.81437 2.1265 0.11386
46.5 9.91 20.5 2.40318 2.7051 0.11386
46.5 9.91 22.5 3.07385 3.3441 0.11386
46.5 9.91 24.5 3.82639 4.0411 0.11386
46.5 9.91 26.5 4.6608 4.7937 0.11386
46.5 9.91 28.5 5.5771 5.5992 0.11386
46.5 9.91 30.5 6.57529 6.457 0.11386
46.5 9.91 32.5 7.65537 7.3667 0.11386
46.5 9.91 34.5 8.81735 8.3293 0.11386
46.5 9.91 36.5 10.0612 9.3458 0.11386
46.5 9.91 38.5 11.387 10.4169 0.11386
46.5 9.91 40.5 12.7947 11.5431 0.11386
46.5 9.91 42.5 14.2843 12.7224 0.11386
46.5 9.91 44.5 15.8558 13.9491 0.11386
46.5 9.91 46.5 17.5092 15.2181 0.11386
46.5 9.91 48.5 19.2446 16.5221 0.11386
*******TSD2********
46.5 9.91 13.5 0.730734 1.3394 0.11386
46.5 9.91 15.5 1.08311 1.7467 0.11386
46.5 9.91 17.5 1.51719 2.2184 0.11386
46.5 9.91 19.5 2.03303 2.7527 0.11386
46.5 9.91 21.5 2.63064 3.3484 0.11386
46.5 9.91 23.5 3.31005 4.003 0.11386
46.5 9.91 25.5 4.07128 4.7143 0.11386
46.5 9.91 27.5 4.91435 5.4805 0.11386
46.5 9.91 29.5 5.83926 6.3004 0.11386
46.5 9.91 31.5 6.84604 7.1733 0.11386
46.5 9.91 33.5 7.9347 8.0998 0.11386
46.5 9.91 35.5 9.10523 9.08 0.11386
46.5 9.91 37.5 10.3577 10.1147 0.11386
46.5 9.91 39.5 11.692 11.2036 0.11386
46.5 9.91 41.5 13.1082 12.3466 0.11386
46.5 9.91 43.5 14.6064 13.5441 0.11386
46.5 9.91 45.5 16.1864 14.7911 0.11386
*******TSD3********
46.5 9.91 16.5 1.2839 2.1237 0.11386
46.5 9.91 18.5 1.72697 2.6293 0.11386
46.5 9.91 20.5 2.25168 3.1973 0.11386
46.5 9.91 22.5 2.8581 3.8243 0.11386
46.5 9.91 24.5 3.54625 4.5094 0.11386
46.5 9.91 26.5 4.31617 5.2506 0.11386
46.5 9.91 28.5 5.16789 6.0465 0.11386
46.5 9.91 30.5 6.10142 6.8963 0.11386
46.5 9.91 32.5 7.11679 7.7988 0.11386
46.5 9.91 34.5 8.21402 8.7546 0.11386
46.5 9.91 36.5 9.39311 9.7638 0.11386
46.5 9.91 38.5 10.6541 10.8268 0.11386
46.5 9.91 40.5 11.997 11.9392 0.11386
46.5 9.91 42.5 13.4217 13.0861 0.11386
*******TSD4********
46.5 9.91 23.5 3.0533 4.58 0.11386
46.5 9.91 25.5 3.8343 5.2251 0.11386
46.5 9.91 27.5 4.69704 5.9273 0.11386
46.5 9.91 29.5 5.64154 6.6819 0.11386
46.5 9.91 31.5 6.66784 7.4919 0.11386
46.5 9.91 33.5 7.77596 8.3573 0.11386
46.5 9.91 35.5 8.96591 9.2778 0.11386
46.5 9.91 37.5 10.2377 10.2535 0.11386
46.5 9.91 39.5 11.5914 11.2851 0.11386
46.5 9.91 41.5 13.027 12.3701 0.11386
******************************
              e=              -2.338
*******TSD1********
46.4 9.91 8.5 0.0981062 0.1966 0.116931
46.4 9.91 10.5 0.278162 0.4597 0.116931
46.4 9.91 12.5 0.54019 0.7746 0.116931
46.4 9.91 14.5 0.884209 1.1609 0.116931
46.4 9.91 16.5 1.31023 1.6112 0.116931
46.4 9.91 18.5 1.81828 2.1265 0.116931
46.4 9.91 20.5 2.40835 2.7051 0.116931
46.4 9.91 22.5 3.08046 3.3441 0.116931
46.4 9.91 24.5 3.83462 4.0411 0.116931
46.4 9.91 26.5 4.67084 4.7937 0.116931
46.4 9.91 28.5 5.58911 5.5992 0.116931
46.4 9.91 30.5 6.58945 6.457 0.116931
46.4 9.91 32.5 7.67185 7.3667 0.116931
46.4 9.91 34.5 8.83633 8.3293 0.116931
46.4 9.91 36.5 10.0829 9.3458 0.116931
46.4 9.91 38.5 11.4115 10.4169 0.116931
46.4 9.91 40.5 12.8222 11.5431 0.116931
46.4 9.91 42.5 14.3151 12.7224 0.116931
46.4 9.91 44.5 15.8899 13.9491 0.116931
46.4 9.91 46.5 17.5469 15.2181 0.116931
46.4 9.91 48.5 19.286 16.5221 0.116931
*******TSD2********
46.4 9.91 13.5 0.732277 1.3394 0.116931
46.4 9.91 15.5 1.0854 1.7467 0.116931
46.4 9.91 17.5 1.52042 2.2184 0.116931
46.4 9.91 19.5 2.03736 2.7527 0.116931
46.4 9.91 21.5 2.63625 3.3484 0.116931
46.4 9.91 23.5 3.31712 4.003 0.116931
46.4 9.91 25.5 4.07999 4.7143 0.116931
46.4 9.91 27.5 4.92487 5.4805 0.116931
46.4 9.91 29.5 5.85177 6.3004 0.116931
46.4 9.91 31.5 6.86072 7.1733 0.116931
46.4 9.91 33.5 7.95171 8.0998 0.116931
46.4 9.91 35.5 9.12476 9.08 0.116931
46.4 9.91 37.5 10.3799 10.1147 0.116931
46.4 9.91 39.5 11.7171 11.2036 0.116931
46.4 9.91 41.5 13.1364 12.3466 0.116931
46.4 9.91 43.5 14.6377 13.5441 0.116931
46.4 9.91 45.5 16.2212 14.7911 0.116931
*******TSD3********
46.4 9.91 16.5 1.2866 2.1237 0.116931
46.4 9.91 18.5 1.73061 2.6293 0.116931
46.4 9.91 20.5 2.25644 3.1973 0.116931
46.4 9.91 22.5 2.86416 3.8243 0.116931
46.4 9.91 24.5 3.55378 4.5094 0.116931
46.4 9.91 26.5 4.32535 5.2506 0.116931
46.4 9.91 28.5 5.1789 6.0465 0.116931
46.4 9.91 30.5 6.11443 6.8963 0.116931
46.4 9.91 32.5 7.13198 7.7988 0.116931
46.4 9.91 34.5 8.23157 8.7546 0.116931
46.4 9.91 36.5 9.4132 9.7638 0.116931
46.4 9.91 38.5 10.6769 10.8268 0.116931
46.4 9.91 40.5 12.0226 11.9392 0.116931
46.4 9.91 42.5 13.4505 13.0861 0.116931
*******TSD4********
46.4 9.91 23.5 2.97736 4.58 0.116931
46.4 9.91 25.5 3.76004 5.2251 0.116931
46.4 9.91 27.5 4.62462 5.9273 0.116931
46.4 9.91 29.5 5.57116 6.6819 0.116931
46.4 9.91 31.5 6.59966 7.4919 0.116931
46.4 9.91 33.5 7.71015 8.3573 0.116931
46.4 9.91 35.5 8.90267 9.2778 0.116931
46.4 9.91 37.5 10.1772 10.2535 0.116931
46.4 9.91 39.5 11.5338 11.2851 0.116931
46.4 9.91 41.5 12.9724 12.3701 0.116931
******************************
              e=              -2.4215
*******TSD1********
46.3 9.91 8.5 0.0983173 0.1966 0.120263
46.3 9.91 10.5 0.278761 0.4597 0.120263
46.3 9.91 12.5 0.541354 0.7746 0.120263
46.3 9.91 14.5 0.886114 1.1609 0.120263
46.3 9.91 16.5 1.31306 1.6112 0.120263
46.3 9.91 18.5 1.8222 2.1265 0.120263
46.3 9.91 20.5 2.41355 2.7051 0.120263
46.3 9.91 22.5 3.08711 3.3441 0.120263
46.3 9.91 24.5 3.84289 4.0411 0.120263
46.3 9.91 26.5 4.68091 4.7937 0.120263
46.3 9.91 28.5 5.60117 5.5992 0.120263
46.3 9.91 30.5 6.60366 6.457 0.120263
46.3 9.91 32.5 7.6884 7.3667 0.120263
46.3 9.91 34.5 8.8554 8.3293 0.120263
46.3 9.91 36.5 10.1046 9.3458 0.120263
46.3 9.91 38.5 11.4361 10.4169 0.120263
46.3 9.91 40.5 12.8499 11.5431 0.120263
46.3 9.91 42.5 14.3459 12.7224 0.120263
46.3 9.91 44.5 15.9242 13.9491 0.120263
46.3 9.91 46.5 17.5848 15.2181 0.120263
46.3 9.91 48.5 19.3276 16.5221 0.120263
*******TSD2********
46.3 9.91 13.5 0.733827 1.3394 0.120263
46.3 9.91 15.5 1.08771 1.7467 0.120263
46.3 9.91 17.5 1.52366 2.2184 0.120263
46.3 9.91 19.5 2.04171 2.7527 0.120263
46.3 9.91 21.5 2.64189 3.3484 0.120263
46.3 9.91 23.5 3.32423 4.003 0.120263
46.3 9.91 25.5 4.08874 4.7143 0.120263
46.3 9.91 27.5 4.93543 5.4805 0.120263
46.3 9.91 29.5 5.86433 6.3004 0.120263
46.3 9.91 31.5 6.87545 7.1733 0.120263
46.3 9.91 33.5 7.9688 8.0998 0.120263
46.3 9.91 35.5 9.14438 9.08 0.120263
46.3 9.91 37.5 10.4022 10.1147 0.120263
46.3 9.91 39.5 11.7423 11.2036 0.120263
46.3 9.91 41.5 13.1646 12.3466 0.120263
46.3 9.91 43.5 14.6692 13.5441 0.120263
46.3 9.91 45.5 16.2561 14.7911 0.120263
*******TSD3********
46.3 9.91 16.5 1.28931 2.1237 0.120263
46.3 9.91 18.5 1.73426 2.6293 0.120263
46.3 9.91 20.5 2.26123 3.1973 0.120263
46.3 9.91 22.5 2.87024 3.8243 0.120263
46.3 9.91 24.5 3.56135 4.5094 0.120263
46.3 9.91 26.5 4.33458 5.2506 0.120263
46.3 9.91 28.5 5.18995 6.0465 0.120263
46.3 9.91 30.5 6.1275 6.8963 0.120263
46.3 9.91 32.5 7.14724 7.7988 0.120263
46.3 9.91 34.5 8.24919 8.7546 0.120263
46.3 9.91 36.5 9.43336 9.7638 0.120263
46.3 9.91 38.5 10.6998 10.8268 0.120263
46.3 9.91 40.5 12.0484 11.9392 0.120263
46.3 9.91 42.5 13.4793 13.0861 0.120263
*******TSD4********
46.3 9.91 23.5 2.90146 4.58 0.120263
46.3 9.91 25.5 3.68581 5.2251 0.120263
46.3 9.91 27.5 4.55226 5.9273 0.120263
46.3 9.91 29.5 5.50083 6.6819 0.120263
46.3 9.91 31.5 6.53154 7.4919 0.120263
46.3 9.91 33.5 7.64443 8.3573 0.120263
46.3 9.91 35.5 8.83951 9.2778 0.120263
46.3 9.91 37.5 10.1168 10.2535 0.120263
46.3 9.91 39.5 11.4763 11.2851 0.120263
46.3 9.91 41.5 12.918 12.3701 0.120263
